Mes,CustomerID,Year_Birth,Columna Extra D,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,Columna Extra M,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
Febrero,6059,1953,D,PhD,Together,64504.0,1,2,2013-03-04,81,986,M,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,3,11,1
Febrero,4550,1966,D,Master,Together,33564.0,0,1,2014-06-24,51,61,M,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,3,11,0
Febrero,4240,1978,D,Graduation,Married,17345.0,1,0,2012-11-03,79,4,M,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,3,11,0
Febrero,8911,1967,D,PhD,Married,56320.0,0,1,2013-04-08,11,201,M,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0
Febrero,3706,1978,D,Graduation,Single,28647.0,1,0,2013-08-21,54,19,M,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,3,11,1
Febrero,3628,1987,D,Basic,Single,15038.0,1,0,2013-01-29,93,4,M,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,3,11,0
Febrero,10175,1958,D,PhD,Divorced,32173.0,0,1,2013-08-01,0,18,M,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,3,11,0
Febrero,8985,1964,D,2n Cycle,Together,68316.0,0,1,2012-11-04,54,806,M,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,3,11,0
Febrero,5204,1971,D,Graduation,Together,74538.0,0,0,2013-06-29,21,380,M,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1
Febrero,9220,1971,D,Graduation,Single,91700.0,0,0,2013-01-17,58,576,M,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1
Febrero,9888,1969,D,Graduation,Together,68695.0,0,0,2014-06-25,3,458,M,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0
Febrero,5263,1977,D,2n Cycle,Married,31056.0,1,0,2013-01-22,99,5,M,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,1020,1973,D,Graduation,Married,79593.0,0,0,2014-05-12,70,350,M,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0
Febrero,9503,1980,D,Graduation,Single,28071.0,0,0,2012-08-29,65,39,M,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,3,11,0
Febrero,10613,1958,D,PhD,Together,37334.0,1,1,2014-02-26,44,26,M,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,3,11,0
Febrero,67,1972,D,Master,Single,46423.0,1,1,2013-09-18,6,68,M,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0
Febrero,6019,1971,D,PhD,Married,37126.0,1,0,2014-03-30,9,45,M,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,1
Febrero,5863,1953,D,Graduation,Married,47703.0,0,1,2013-05-29,95,359,M,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,0
Febrero,3717,1959,D,Graduation,Married,61180.0,0,1,2014-04-23,70,403,M,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0
Febrero,6730,1954,D,Graduation,Married,38998.0,1,1,2012-11-03,92,34,M,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0
Febrero,10749,1991,D,Graduation,Single,8028.0,0,0,2012-09-18,62,73,M,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,3,11,0
Febrero,4998,1962,D,Graduation,Together,76081.0,0,0,2014-05-23,85,292,M,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0
Febrero,6287,1986,D,Graduation,Together,34728.0,1,0,2013-07-30,2,14,M,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1
Febrero,5985,1965,D,Master,Single,33168.0,0,1,2012-10-13,0,80,M,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0
Febrero,4754,1966,D,Master,Married,33585.0,0,1,2013-09-25,91,30,M,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0
Febrero,4002,1960,D,PhD,Married,77037.0,0,1,2013-10-13,3,463,M,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0
Febrero,8870,1984,D,Graduation,Together,35196.0,1,0,2012-11-13,68,75,M,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1
Febrero,966,1966,D,Graduation,Married,44529.0,0,1,2013-07-05,98,538,M,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0
Febrero,4767,1965,D,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,M,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0
Febrero,9725,1966,D,PhD,Together,28764.0,1,1,2014-06-05,16,8,M,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0
Febrero,4475,1949,D,PhD,Married,69098.0,0,0,2013-02-16,82,1315,M,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0
Febrero,5740,1970,D,2n Cycle,Divorced,25959.0,1,1,2013-02-14,1,4,M,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1
Febrero,5731,1983,D,Master,Married,27100.0,1,0,2013-04-05,64,12,M,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,7290,1985,D,Graduation,Single,70596.0,0,0,2012-10-05,68,347,M,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0
Febrero,3846,1974,D,Graduation,Married,42557.0,0,1,2012-08-29,98,192,M,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0
Febrero,8104,1951,D,PhD,Married,53312.0,0,0,2013-08-09,32,241,M,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0
Febrero,4507,1952,D,Graduation,Single,72228.0,0,0,2012-11-27,87,631,M,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0
Febrero,11013,1987,D,Graduation,Together,67605.0,0,0,2013-03-31,84,336,M,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0
Febrero,4491,1949,D,Master,Married,62845.0,1,1,2012-10-01,3,1099,M,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0
Febrero,3759,1958,D,Graduation,Together,65196.0,0,2,2013-07-25,34,743,M,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0
Febrero,1162,1987,D,PhD,Single,42000.0,0,0,2013-01-10,23,124,M,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1
Febrero,2055,1973,D,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,M,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0
Febrero,10766,1964,D,PhD,Married,65526.0,0,1,2014-04-11,22,397,M,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0
Febrero,4415,1961,D,Graduation,Married,16860.0,1,1,2012-09-12,19,10,M,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0
Febrero,3005,1992,D,Graduation,Single,83528.0,0,0,2014-05-01,7,530,M,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1
Febrero,2223,1965,D,2n Cycle,Divorced,64176.0,0,1,2012-08-03,52,1215,M,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0
Febrero,4817,1956,D,Graduation,Divorced,22304.0,0,0,2012-08-04,91,3,M,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0
Febrero,2875,1978,D,Graduation,Married,67023.0,0,0,2014-03-04,93,444,M,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0
Febrero,10536,1971,D,PhD,Together,32892.0,1,0,2014-05-25,78,26,M,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,11112,1966,D,Graduation,Together,70713.0,0,1,2012-12-03,23,736,M,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0
Febrero,3807,1955,D,Graduation,Together,59925.0,0,1,2012-11-30,83,473,M,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0
Febrero,9197,1953,D,Graduation,Married,39722.0,0,1,2014-02-24,92,32,M,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0
Febrero,10832,1958,D,Graduation,Together,46610.0,0,0,2013-07-18,4,288,M,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0
Febrero,6421,1961,D,Graduation,Together,88347.0,0,0,2013-07-03,32,1050,M,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0
Febrero,4207,1981,D,PhD,Married,87171.0,0,0,2013-05-01,27,1001,M,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0
Febrero,577,1976,D,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,M,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0
Febrero,10855,1968,D,Master,Single,50014.0,1,0,2014-01-22,9,234,M,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0
Febrero,3081,1978,D,PhD,Married,41014.0,1,0,2013-04-22,65,7,M,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0
Febrero,3535,1965,D,Graduation,Single,66294.0,0,0,2014-03-17,68,251,M,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0
Febrero,247,1971,D,Graduation,Married,36715.0,1,0,2012-11-17,16,172,M,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1
Febrero,8707,1956,D,Graduation,Married,79456.0,0,0,2012-08-22,12,565,M,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1
Febrero,9523,1982,D,Graduation,Together,40479.0,1,0,2013-08-17,95,5,M,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0
Febrero,6072,1970,D,Master,Single,75345.0,0,0,2013-02-02,16,918,M,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1
Febrero,6295,1977,D,Graduation,Married,54233.0,0,1,2013-02-04,46,652,M,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0
Febrero,10914,1970,D,Graduation,Single,24163.0,1,1,2013-10-12,3,4,M,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0
Febrero,1509,1958,D,PhD,Together,84460.0,0,0,2013-01-04,80,152,M,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1
Febrero,5577,1983,D,Graduation,Together,43776.0,1,0,2014-05-03,77,8,M,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0
Febrero,7348,1958,D,PhD,Single,71691.0,0,0,2014-03-17,0,336,M,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1
Febrero,1127,1973,D,PhD,Married,85844.0,0,0,2014-05-29,62,938,M,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0
Febrero,1833,1974,D,PhD,Single,39190.0,1,0,2014-04-26,91,68,M,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0
Febrero,4944,1959,D,Graduation,Together,71367.0,0,0,2013-08-23,24,227,M,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0
Febrero,9080,1972,D,PhD,Single,38578.0,1,1,2013-06-22,2,38,M,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,6466,1965,D,PhD,Married,57236.0,1,1,2014-03-12,22,105,M,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0
Febrero,9964,1979,D,Graduation,Single,61825.0,0,1,2013-08-07,56,162,M,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0
Febrero,4790,1958,D,Graduation,Divorced,79803.0,0,1,2014-06-02,54,574,M,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0
Febrero,10245,1986,D,2n Cycle,Single,80910.0,0,0,2012-10-31,71,160,M,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0
Febrero,1109,1982,D,Master,Together,27590.0,1,0,2013-04-23,38,6,M,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
Febrero,6001,1979,D,Graduation,Married,56775.0,0,1,2013-01-02,62,614,M,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0
Febrero,5538,1975,D,Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,M,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1
Febrero,10552,1979,D,2n Cycle,Married,54210.0,0,1,2013-05-20,18,70,M,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0
Febrero,1545,1986,D,Graduation,Married,38508.0,1,0,2013-08-02,95,120,M,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0
Febrero,7409,1970,D,Graduation,Together,53187.0,1,0,2013-10-26,66,211,M,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0
Febrero,4444,1972,D,Graduation,Married,30023.0,1,0,2014-03-24,28,11,M,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,146,1960,D,PhD,Single,76045.0,0,0,2013-11-15,78,760,M,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0
Febrero,6271,1952,D,PhD,Married,50870.0,0,1,2014-06-19,13,53,M,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0
Febrero,10065,1970,D,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,M,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0
Febrero,4741,1974,D,2n Cycle,Married,65463.0,1,0,2014-01-30,17,391,M,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0
Febrero,246,1965,D,Graduation,Married,66480.0,1,1,2014-05-31,71,199,M,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0
Febrero,375,1954,D,Graduation,Divorced,76773.0,0,0,2013-02-25,79,516,M,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0
Febrero,1524,1983,D,2n Cycle,Single,81698.0,0,0,2013-03-01,1,709,M,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1
Febrero,10022,1973,D,PhD,Single,54466.0,1,1,2014-02-09,78,12,M,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0
Febrero,7451,1960,D,Master,Single,98777.0,0,0,2014-02-17,23,1000,M,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0
Febrero,11010,1984,D,PhD,Single,16269.0,1,0,2013-08-30,75,19,M,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,4356,1971,D,Graduation,Together,71819.0,0,1,2013-08-28,70,1224,M,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0
Febrero,3885,1983,D,PhD,Married,33569.0,1,0,2013-10-16,10,16,M,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1
Febrero,1175,1983,D,Master,Married,36262.0,0,0,2013-09-20,24,88,M,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1
Febrero,880,1966,D,Basic,Together,22634.0,0,0,2013-01-16,47,2,M,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0
Febrero,2320,1978,D,2n Cycle,Married,47025.0,0,1,2013-09-12,98,508,M,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0
Febrero,850,1968,D,Graduation,Single,70566.0,0,1,2013-10-06,4,381,M,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0
Febrero,4713,1979,D,PhD,Married,31605.0,1,0,2012-11-22,15,74,M,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0
Febrero,675,1973,D,Master,Divorced,52034.0,1,1,2013-05-17,67,146,M,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0
Febrero,5025,1979,D,Graduation,Single,48526.0,1,0,2013-12-24,32,23,M,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0
Febrero,2308,1954,D,Graduation,Married,46734.0,0,1,2012-11-18,40,110,M,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0
Febrero,5995,1962,D,Graduation,Divorced,39552.0,1,1,2012-12-18,54,165,M,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1
Febrero,6749,1966,D,Graduation,Single,86358.0,1,1,2012-08-08,78,957,M,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0
Febrero,1010,1977,D,Graduation,Together,46931.0,2,1,2014-04-24,94,41,M,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0
Febrero,8977,1985,D,Basic,Single,16581.0,0,0,2013-01-12,51,1,M,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0
Febrero,4756,1952,D,2n Cycle,Divorced,63998.0,0,0,2013-12-20,42,176,M,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1
Febrero,3412,1951,D,Master,Married,67381.0,0,1,2013-01-15,67,815,M,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0
Febrero,606,1967,D,Graduation,Single,25930.0,1,1,2013-10-10,87,6,M,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0
Febrero,5961,1978,D,Graduation,Married,42693.0,1,0,2014-06-07,29,8,M,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0
Febrero,2975,1976,D,Graduation,Together,85606.0,0,1,2012-11-12,89,717,M,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0
Febrero,2894,1985,D,Graduation,Single,72903.0,0,0,2013-10-29,74,1067,M,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1
Febrero,7613,1974,D,2n Cycle,Together,49669.0,1,0,2014-05-24,97,166,M,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0
Febrero,10542,1968,D,PhD,Married,36778.0,1,1,2012-08-05,63,29,M,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0
Febrero,8015,1962,D,PhD,Divorced,85696.0,0,0,2013-05-03,88,714,M,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1
Febrero,10617,1989,D,Master,Divorced,10979.0,0,0,2014-05-22,34,8,M,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0
Febrero,11166,1961,D,Graduation,Married,49678.0,0,1,2013-02-02,81,229,M,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0
Febrero,849,1953,D,Master,Together,56129.0,0,1,2013-06-20,65,320,M,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0
Febrero,523,1989,D,Graduation,Married,37155.0,1,0,2013-01-31,51,23,M,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0
Febrero,4066,1978,D,2n Cycle,Divorced,21282.0,1,0,2014-05-11,76,1,M,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0
Febrero,8414,1962,D,PhD,Single,33419.0,0,1,2013-08-17,76,56,M,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0
Febrero,819,1945,D,Graduation,Widow,63285.0,0,0,2013-11-05,84,508,M,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0
Febrero,4961,1974,D,Master,Together,21255.0,1,0,2014-01-21,56,29,M,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0
Febrero,749,1981,D,Graduation,Together,42162.0,1,0,2013-11-19,31,46,M,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1
Febrero,5430,1956,D,Graduation,Together,54450.0,1,1,2012-09-14,0,454,M,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0
Febrero,7755,1954,D,PhD,Married,57744.0,0,1,2013-11-12,91,350,M,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0
Febrero,10525,1986,D,Graduation,Single,26576.0,1,0,2012-10-13,40,10,M,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1
Febrero,1453,1943,D,PhD,Widow,57513.0,0,0,2013-07-06,59,735,M,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0
Febrero,8310,1964,D,Graduation,Together,68142.0,0,1,2012-08-29,96,897,M,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0
Febrero,10710,1979,D,Graduation,Married,7500.0,0,1,2012-08-29,61,5,M,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0
Febrero,5031,1974,D,Graduation,Together,83145.0,0,0,2012-09-22,14,777,M,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1
Febrero,2613,1960,D,Master,Married,54197.0,0,1,2014-04-03,16,162,M,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0
Febrero,213,1963,D,PhD,Single,23091.0,1,1,2014-05-28,98,35,M,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0
Febrero,967,1976,D,Graduation,Married,46049.0,1,1,2013-07-21,11,342,M,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1
Febrero,1077,1974,D,Graduation,Together,56715.0,0,0,2012-12-05,52,258,M,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0
Febrero,7959,1961,D,Graduation,Married,79410.0,0,0,2014-05-29,19,658,M,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0
Febrero,640,1951,D,Graduation,Married,57304.0,0,1,2013-03-11,61,356,M,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0
Febrero,4252,1965,D,Graduation,Married,44375.0,0,1,2014-03-23,73,213,M,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0
Febrero,8432,1956,D,Graduation,Together,54450.0,1,1,2012-09-14,0,454,M,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0
Febrero,6218,1965,D,Graduation,Married,59594.0,0,1,2012-10-20,74,457,M,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0
Febrero,6905,1994,D,Graduation,Together,80685.0,0,0,2012-08-22,55,241,M,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0
Febrero,5922,1974,D,PhD,Married,40344.0,0,1,2013-10-13,48,210,M,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0
Febrero,3598,1972,D,Graduation,Married,62710.0,0,1,2013-05-23,53,441,M,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0
Febrero,6116,1968,D,2n Cycle,Married,48985.0,0,1,2013-07-05,13,19,M,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0
Febrero,6263,1968,D,Graduation,Together,35322.0,1,2,2012-08-22,34,28,M,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0
Febrero,10486,1948,D,Graduation,Married,77142.0,0,0,2013-05-29,54,476,M,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0
Febrero,2410,1969,D,Graduation,Single,81657.0,0,0,2014-01-22,69,364,M,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0
Febrero,193,1996,D,Basic,Married,14421.0,0,0,2014-02-17,81,0,M,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0
Febrero,3363,1974,D,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,M,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,8278,1990,D,PhD,Married,74214.0,0,0,2012-08-26,3,863,M,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0
Febrero,10660,1957,D,Master,Married,66726.0,1,1,2014-01-12,61,349,M,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0
Febrero,8686,1979,D,Basic,Together,23724.0,1,0,2013-01-08,65,5,M,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0
Febrero,1604,1960,D,Master,Married,47353.0,0,1,2013-11-13,93,184,M,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0
Febrero,5907,1952,D,Master,Married,33444.0,1,1,2012-11-03,24,8,M,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0
Febrero,10669,1981,D,Graduation,Married,54386.0,0,1,2013-05-17,8,277,M,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0
Febrero,2918,1981,D,Graduation,Divorced,28510.0,1,1,2013-04-13,72,44,M,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0
Febrero,5735,1991,D,Master,Single,90638.0,0,0,2014-02-13,29,1156,M,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0
Febrero,359,1950,D,Graduation,Together,48070.0,0,1,2013-01-13,33,373,M,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0
Febrero,8387,1957,D,Graduation,Married,43140.0,0,1,2013-01-05,68,134,M,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0
Febrero,1829,1961,D,PhD,Divorced,54959.0,0,1,2013-01-19,55,1148,M,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1
Febrero,3839,1958,D,Basic,Single,15056.0,1,1,2013-05-03,76,6,M,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0
Febrero,9392,1971,D,Graduation,Single,26954.0,1,0,2014-05-08,17,4,M,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
Febrero,2292,1985,D,Graduation,Single,22327.0,1,0,2013-08-02,94,5,M,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0
Febrero,10466,1965,D,Graduation,Married,44393.0,1,1,2013-08-22,86,24,M,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0
Febrero,9855,1952,D,PhD,Single,62000.0,0,1,2013-08-25,25,899,M,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0
Febrero,4088,1962,D,PhD,Together,31497.0,0,1,2012-12-06,22,108,M,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0
Febrero,5231,1974,D,2n Cycle,Married,45894.0,0,2,2014-02-27,15,27,M,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0
Febrero,590,1970,D,Master,Divorced,78579.0,0,0,2012-12-22,35,816,M,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1
Febrero,8732,1969,D,Master,Widow,67369.0,0,1,2012-11-17,81,1298,M,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1
